[0.3820509,0.3778995,0.3668642,0.3491536,0.3251028,0.29516624,0.2599093,0.2199972,0.1761821,0.129288,0.0801964,0.02982656,-0.0208799,-0.0709783,-0.1195386,-0.1656636,-0.2085060,-0.24728447,-0.2812983,-0.3099409,-0.3327110,-0.3492216,-0.3592070,-0.36252744,-0.35917,0.0049490,0.0560871,0.1061826,0.1543047,0.19956083,0.2411131,0.2781951,0.3101257,0.3363228,0.3563138,0.36974473,0.3763866,0.3761400,0.3690359,0.3552352,0.3350252,0.30881347,0.2771195,0.2405645,0.1998590,0.1557884,0.1091978,0.06097533,0.0120346,-0.0367027,0.1848439,0.1830009,0.1780995,0.17022585,0.1595183,0.1461652,0.1304009,0.1125015,0.0927803,0.07158152,0.0492741,0.0262453,0.0028933,-0.0203797,-0.0431753,-0.06510544,-0.0857995,-0.1049111,-0.1221243,-0.1371584,-0.149773,-0.15977496,-0.1670144,-0.1713947,-0.172869,0.0022903,0.025963,0.04919085,0.0715743,0.0927308,0.1122993,0.1299472,0.1453767,0.1583295,0.1685917,0.1759976,0.1804321,0.1818331,0.1801921,0.1755541,0.1680165,0.1577274,0.1448822,0.1297202,0.1125196,0.0935924,0.0732785,0.0519395,0.0299517,0.00769937]
[0.575367,0.5690799,0.5523663,0.5255443,0.4891234,0.44379508,0.3904191,0.3300073,0.2637031,0.1927598,0.1185161,0.04236988,-0.0342487,-0.1099050,-0.1831874,-0.2527349,-0.3172627,-0.37558746,-0.42664,-0.46953,-0.5034777,-0.5279083,-0.5424267,-0.54682892,-0.5411055,0.0074757,0.0847201,0.1603815,0.2330472,0.30136229,0.3640554,0.41996,0.468055,0.5074483,0.5374273,0.55745847,0.5671978,0.5664983,0.5554121,0.5341884,0.5032689,0.46327787,0.415009,0.3594137,0.2975734,0.230686,0.1600406,0.08698792,0.0129186,-0.0607661,0.3632951,0.3594640,0.3492784,0.33292646,0.3107099,0.2830388,0.2504231,0.2134633,0.172838,0.12929529,0.0836298,0.0366765,-0.0107096,-0.0576691,-0.1033537,-0.14694262,-0.1876578,-0.2247788,-0.2576552,-0.2857195,-0.3084967,-0.32561341,-0.3368034,-0.3419128,-0.3409020,0.004632,0.0525084,0.09943401,0.1445611,0.1870751,0.2262108,0.261266,0.2916156,0.31672238,0.3361472,0.3495576,0.3567327,0.3575681,0.3520767,0.34038846,0.3227472,0.2995060,0.2711196,0.2381354,0.2011830,0.16096137,0.1182256,0.0737723,0.0284240,-0.01698631]
[0.6457868,0.6398343,0.6240003,0.5985550,0.563932,0.52072311,0.4696614,0.4116145,0.3475655,0.2785959,0.2058660,0.13059421,0.0540350,-0.0225431,-0.0978807,-0.170749,-0.2399729,-0.3044489,-0.363166,-0.4152252,-0.4598478,-0.4963952,-0.5243753,-0.54345092,-0.5534435,0.0076225,0.0864248,0.1638142,0.2385271,0.30934774,0.375128,0.4348109,0.4874439,0.5322002,0.5683905,0.59547543,0.6130741,0.6209705,0.61911,0.607629,0.5867942,0.55705186,0.5189929,0.4733457,0.4209621,0.362801,0.2999108,0.23340925,0.1644629,0.0942662,0.3846299,0.3815288,0.3732748,0.35999558,0.3418961,0.3192557,0.2924228,0.2618095,0.227884,0.19116477,0.1522081,0.1116027,0.0699581,0.0278948,-0.0139657,-0.05501147,-0.0946491,-0.132314,-0.167479,-0.1996643,-0.2284396,-0.25343683,-0.2743518,-0.290949,-0.3030663,0.0042236,0.0479047,0.09088764,0.1325468,0.1722785,0.2095100,0.24370,0.274392,0.30113256,0.3235668,0.3414004,0.3544118,0.3624561,0.3654666,0.36345528,0.3565120,0.344802,0.3285651,0.3081054,0.2837915,0.25604676,0.2253421,0.1921884,0.1571267,0.12071967]
[0.4745422,0.4692749,0.4552747,0.4328108,0.4023150,0.36437334,0.3197141,0.2691942,0.2137818,0.154537,0.0925930,0.0291303,-0.0346431,-0.0975168,-0.1583015,-0.2158517,-0.2690887,-0.31702057,-0.3587619,-0.3935504,-0.4207617,-0.4399204,-0.4507093,-0.45297488,-0.4467292,0.0062169,0.0704512,0.1333509,0.1937254,0.25043307,0.3024036,0.3486591,0.3883328,0.4206856,0.4451208,0.46119496,0.4686266,0.4673015,0.4572739,0.4387659,0.4121619,0.37800119,0.3369664,0.2898705,0.2376396,0.1812950,0.1219324,0.06070087,-0.0012208,-0.0626468,0.2818680,0.2788417,0.2707965,0.25788323,0.2403436,0.2185063,0.1927795,0.1636442,0.1316439,0.09737488,0.0614742,0.0246079,-0.0125419,-0.0492906,-0.0849633,-0.1189082,-0.1505088,-0.1791956,-0.2044569,-0.2258479,-0.2429993,-0.25562388,-0.263521,-0.2665821,-0.2647885,0.0036283,0.0411214,0.07785823,0.1131635,0.1463895,0.1769279,0.2042215,0.2277749,0.24716381,0.262042,0.2721516,0.2773209,0.2774738,0.2726282,0.26289566,0.2484787,0.2296674,0.2068326,0.1804193,0.1509370,0.11895042,0.085067,0.0499291,0.014194,-0.02147047]
[0.3824717,0.3788467,0.3692046,0.3537110,0.3326322,0.30633003,0.2752551,0.2399391,0.2009850,0.1590560,0.1148635,0.06915476,0.02269,-0.0237260,-0.0693481,-0.1134140,-0.15520,-0.19403911,-0.2293031,-0.2604432,-0.2869838,-0.3085340,-0.3247931,-0.33555598,-0.3407148,0.0045960,0.0521079,0.0987550,0.1437642,0.18639145,0.2259346,0.2617464,0.2932451,0.3199252,0.3413659,0.35723814,0.3673103,0.3714520,0.3696354,0.3619358,0.3485291,0.32968865,0.3057791,0.277249,0.2446262,0.2084991,0.1695147,0.12836159,0.0857586,0.0424418,0.1640969,0.1626409,0.1587669,0.15253801,0.1440559,0.1334589,0.1209193,0.1066409,0.09085,0.07381637,0.0557992,0.0370924,0.0179940,-0.0011931,-0.0201671,-0.03863186,-0.0563018,-0.0729071,-0.0881981,-0.1019490,-0.1139617,-0.12406893,-0.1321367,-0.1380663,-0.1417956,0.001903,0.0215859,0.04093032,0.0596340,0.0774056,0.0939689,0.1090686,0.1224737,0.13398193,0.1434226,0.1506,0.155594,0.1581657,0.1583512,0.15616833,0.1516728,0.1449581,0.1361529,0.12541,0.1129482,0.09895912,0.0836923,0.0674070,0.0503758,0.03288006]
[0.2999849,0.2980593,0.2929271,0.2846497,0.2733254,0.25908926,0.2421102,0.2225902,0.2007606,0.1768799,0.151230,0.12411473,0.0958516,0.0667725,0.0372174,0.0075302,-0.0219451,-0.05086921,-0.0789109,-0.10575,-0.131090,-0.1546444,-0.1761559,-0.19539345,-0.2121549,0.0029511,0.0334929,0.0636524,0.0930855,0.12145716,0.1484452,0.1737447,0.1970711,0.2181642,0.236791,0.25274879,0.2658670,0.2760101,0.283078,0.2870100,0.2877800,0.28540254,0.27992,0.2714480,0.2600841,0.2459957,0.2293733,0.21043699,0.1894332,0.1666321,0.1009955,0.1004218,0.098892,0.09642444,0.0930450,0.0887917,0.0837116,0.0778608,0.0713038,0.06411262,0.0563660,0.0481486,0.0395498,0.0306626,0.0215825,0.01240675,0.003232,-0.0058436,-0.0147273,-0.0233270,-0.0315556,-0.03933108,-0.0465773,-0.0532255,-0.0592143,0.0009285,0.0105403,0.02004291,0.0293376,0.038328,0.0469235,0.0550343,0.0625789,0.06948173,0.0756745,0.0810973,0.0856992,0.0894385,0.0922835,0.09421295,0.0952155,0.0952909,0.0944489,0.0927097,0.0901034,0.08666967,0.0824570,0.0775224,0.0719303,0.06575203]
[0.5899703,0.5861731,0.5760531,0.5597310,0.5374015,0.50933071,0.4758527,0.4373659,0.3943272,0.3472472,0.2966832,0.24323239,0.1875244,0.1302136,0.0719710,0.0134755,-0.0445939,-0.1015674,-0.1567914,-0.2096378,-0.2595108,-0.3058546,-0.3481600,-0.38597067,-0.4188883,0.0058126,0.0659689,0.1253705,0.1833386,0.23921194,0.2923549,0.3421655,0.3880825,0.4295924,0.466235,0.49761245,0.5233866,0.5432909,0.5571292,0.5647792,0.566193,0.56139905,0.5504991,0.5336691,0.511155,0.4832711,0.4503935,0.41295735,0.3714501,0.3264054,0.3779331,0.3757733,0.3700156,0.36072412,0.348002,0.3319916,0.3128701,0.2908496,0.2661738,0.23911511,0.2099711,0.1790614,0.1467234,0.1133085,0.0791777,0.04469768,0.0102356,-0.0238440,-0.0571849,-0.0894423,-0.1202873,-0.1494106,-0.1765260,-0.2013740,-0.2237241,0.0034860,0.0395718,0.07524508,0.1101344,0.1438778,0.1761264,0.2065490,0.2348355,0.26070109,0.2838886,0.3041725,0.3213606,0.3352965,0.345861,0.35297517,0.3565968,0.3567253,0.3533992,0.3466954,0.3367288,0.32365009,0.307643,0.2889256,0.2677405,0.244358,]
[0.7849526,0.7788783,0.7626961,0.7366159,0.7009762,0.65623951,0.6029863,0.5419078,0.4737967,0.3995368,0.3200919,0.23649296,0.1498248,0.0612124,-0.0281943,-0.1172353,-0.2047548,-0.28961711,-0.3707208,-0.4470135,-0.51750,-0.5812805,-0.6375123,-0.68547088,-0.7245335,0.0086239,0.0978440,0.1857944,0.2713336,0.35335156,0.4307838,0.5026255,0.567944,0.6258926,0.6757183,0.71677483,0.7485292,0.770569,0.7826097,0.7844935,0.7761964,0.75782614,0.7296210,0.6919472,0.6452936,0.5902656,0.5275774,0.45804252,0.3825632,0.302119,0.6210125,0.616206,0.6034043,0.58277113,0.5545748,0.5191815,0.4770505,0.4287285,0.3748426,0.31609218,0.253239,0.1871005,0.1185334,0.0484280,-0.0223058,-0.09275032,-0.1619910,-0.2291295,-0.293294,-0.3536531,-0.4094222,-0.45987804,-0.504365,-0.5423078,-0.5732122,0.0068227,0.07740,0.14699062,0.2146646,0.2795528,0.3408131,0.3976504,0.4493272,0.4951728,0.5345922,0.567073,0.5921963,0.6096334,0.6191589,0.6206493,0.6140850,0.599551,0.5772371,0.5474316,0.5105218,0.46698663,0.4173910,0.3623787,0.3026636,0.23902063]
[0.2899851,0.2880786,0.2829979,0.2748042,0.2635963,0.24950936,0.2327128,0.2134087,0.1918291,0.1682328,0.1429025,0.11614102,0.0882674,0.0596135,0.0305189,0.0013276,-0.0276169,-0.05597577,-0.0834186,-0.1096283,-0.1343041,-0.1571661,-0.1779581,-0.19645104,-0.2124453,0.0028919,0.0328200,0.0623667,0.0911891,0.11895317,0.1453377,0.1700391,0.1927740,0.2132838,0.2313369,0.2467323,0.2593015,0.2689109,0.2754631,0.2788982,0.279194,0.2763682,0.2704737,0.2616026,0.2498821,0.2354739,0.2185715,0.19939781,0.1782023,0.1552581,0.0848960,0.0843877,0.0830329,0.0808471,0.0778552,0.0740916,0.069599,0.0644296,0.0586413,0.05230036,0.045478,0.0382529,0.03070,0.0229194,0.0149831,0.00698425,-0.0009889,-0.0088492,-0.016511,-0.0238924,-0.0309147,-0.03750465,-0.0435944,-0.0491229,-0.0540364,0.0008032,0.0091168,0.01733187,0.0253593,0.0331128,0.0405090,0.0474688,0.0539185,0.05979023,0.0650231,0.0695639,0.0733675,0.076397,0.0786267,0.08003715,0.0806205,0.0803782,0.0793212,0.0774698,0.0748534,0.07151012,0.0674861,0.0628354,0.0576186,0.05190239]
[0.2387373,0.2371168,0.2327986,0.225835,0.2163129,0.20434739,0.1900852,0.1737008,0.1553944,0.1353892,0.1139291,0.09127516,0.0677023,0.0434964,0.0189500,-0.0056411,-0.0299815,-0.05377996,-0.0767530,-0.0986287,-0.1191498,-0.1380769,-0.1551916,-0.17029938,-0.1832312,0.0024252,0.0275217,0.0522910,0.0764389,0.09967891,0.1217357,0.1423492,0.1612769,0.1782975,0.193213,0.20585384,0.2160753,0.2237651,0.2288420,0.2312568,0.2309935,0.22806932,0.2225338,0.2144691,0.2039880,0.1912329,0.1763737,0.15960568,0.1411469,0.1212355,0.0736901,0.0732306,0.0720058,0.07003021,0.0673268,0.0639274,0.0598717,0.0552071,0.0499881,0.04427554,0.0381356,0.0316397,0.0248628,0.017883,0.0107804,0.00363612,-0.0034688,-0.0104541,-0.0172417,-0.0237560,-0.0299257,-0.03568371,-0.0409686,-0.0457253,-0.0499052,0.0007131,0.008094,0.01538502,0.0225039,0.0293718,0.0359124,0.0420536,0.047727,0.0528733,0.0574347,0.0613638,0.064619,0.0671701,0.0689906,0.07006603,0.0703897,0.0699641,0.068800,0.0669193,0.0643485,0.06112471,0.0572918,0.0529009,0.0480091,0.04267919]
